Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC (USD),URL,Traffic Volume,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
ac 12v power adapter,9,9,110,19,0.37,https://ledsone.co.uk/products/12v-10a-power-supply-adapter-transformer,0,0,0,1,20400000,"0,0,53,15,53,0,43,28,34,65,53,81",02/26/2026 12:08:57,"Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
removable two sided tape,9,9,110,10,0.46,https://ledsone.co.uk/products/double-sided-heavy-duty-mounting-removable-tape,0,0,0,1,2040000,"42,42,42,26,53,53,53,26,42,65,65,53",02/28/2026 21:45:33,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
12v power brick,9,9,90,17,0.33,https://ledsone.co.uk/products/12v-10a-power-supply-adapter-transformer,0,0,0,1,9880000,"65,53,11,3,15,7,11,65,53,65,53,19",02/15/2026 07:54:20,"Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
edison screw bulbs uk,9,9,110,15,0.42,https://ledsone.co.uk/collections/e27-base-bulb,1,0,0,1,481000,"78,100,78,78,78,64,50,78,64,78,78,50",01/04/2026 20:35:20,"Popular products, Related searches, AI overview","informational, transactional",Organic
e27 base lamp,9,9,110,21,0.37,https://ledsone.co.uk/collections/e27-base-bulb,0,0,0,1,14500000,"82,82,52,52,52,41,11,29,64,100,100,82",01/18/2026 18:25:49,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
energy efficient led light bulbs,9,9,170,21,0.32,https://ledsone.co.uk/collections/energy-saving-led-light-bulbs,1,0,0,1,14100000,"23,28,53,53,43,53,35,28,28,43,100,53",02/11/2026 00:27:53,"Video, People also ask, Popular products, Related searches, Discussions and forums",informational,Organic
led leveler,9,9,110,19,0.41,https://ledsone.co.uk/products/tile-leveling-system-pliers-stone-installation-leveler-spacer,0,0,0,1,1870000,"11,100,54,3,15,3,3,3,3,3,3,3",02/24/2026 14:16:28,"Video, Video Carousel, Popular products, Related searches","informational, transactional",Organic
fiberglass mesh tape,9,9,260,14,0.29,https://ledsone.co.uk/products/drywall-repair-joint-mesh-self-adhesive-tape-for-cracks,0,0,0,1,14700000,"35,35,43,54,54,43,43,54,66,81,81,100",01/11/2026 04:54:21,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
three light ceiling pendant,9,9,210,7,0.43,https://ledsone.co.uk/collections/three-outlet-lighting,1,0,0,1,52100000,"0,0,0,0,0,0,0,7,29,81,100,100",02/21/2026 15:52:39,"Image pack, Video, Popular products, Related searches",transactional,Organic
dry erase board for home,9,9,110,16,0.44,https://ledsone.co.uk/collections/white-board,0,0,0,1,25000000,"64,64,52,52,52,64,64,29,64,100,52,64",01/08/2026 18:59:03,"Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
e27 light bulb led,9,9,110,8,0.46,https://ledsone.co.uk/collections/e27-base-bulb,1,0,0,1,15800000,"53,26,26,42,42,15,100,11,53,80,34,80",01/04/2026 16:41:53,"Video, Popular products, Related searches",informational,Organic
light cable,9,9,390,12,0.3,https://ledsone.co.uk/collections/2core-twisted,1,0,0,1,868000000,"7,10,16,13,8,7,1,8,8,20,10,10",01/19/2026 08:03:08,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
little bulb lights,9,9,720,22,0.29,https://ledsone.co.uk/products/led-light-bulb-5w-10w-15w-20w-mini-stick-shape-b22-e27-cold-white-bulbs-4993,2,0.01,0,1,35900000,"100,100,88,72,48,48,11,9,48,72,59,100",02/05/2026 05:13:28,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
led e27 vintage,9,9,90,3,0.36,https://ledsone.co.uk/collections/vintage-bulbs,1,0,0,1,11300000,"80,52,0,0,14,42,42,33,33,52,42,66",01/22/2026 07:17:02,"Video, Popular products, Related searches",transactional,Organic
e27 decorative bulb,9,9,170,5,0.41,https://ledsone.co.uk/collections/e27-base-bulb,1,0,0,1,1880000,"65,65,65,65,53,42,42,42,65,65,80,100",01/03/2026 13:29:32,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
person weight scale,9,9,110,26,0.43,https://ledsone.co.uk/collections/weighing-scale,2,0.01,0,1,297000000,"33,33,52,52,52,52,66,66,66,80,66,66",01/04/2026 16:54:53,"Image pack, Video, Image, Popular products, Related searches","commercial, informational",Organic
led bulbs for extractor hood,9,9,170,6,0.27,https://ledsone.co.uk/products/e14-led-corn-bulb-energy-efficient,0,0,0,1,304000,"0,0,35,29,54,0,43,14,29,66,66,81",03/01/2026 08:55:56,"Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
12v dc connector plug,9,9,90,,0.37,https://ledsone.co.uk/pl/products/3-pack-12v-dc-jack-power-connector-adapter,0,0,0,1,16300000,"64,64,64,64,52,52,82,41,64,52,29,52",01/13/2026 16:44:45,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
chain for hanging plants,9,9,880,22,0.25,https://ledsone.co.uk/collections/cord-grip-and-hanging-chains,3,0.02,0,1,37200000,"2,4,2,22,54,100,36,1,3,7,7,3",02/19/2026 15:59:53,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
old fashioned filament light bulbs,9,9,110,9,0.36,https://ledsone.co.uk/collections/vintage-bulbs,0,0,0,1,1600000,"52,64,82,64,52,82,52,52,64,64,64,82",03/01/2026 11:45:31,"Image pack, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
slim spotlights,9,9,90,5,0.49,https://ledsone.co.uk/products/ultra-slim-recessed-led-flat-panel-ceiling-spot-lights-spotlights-5w-6000k,0,0,0,1,5740000,"63,81,63,100,63,100,63,63,81,81,81,81",02/01/2026 14:14:21,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
light bulb to socket,9,9,170,8,0.3,https://ledsone.co.uk/products/vintage-industrial-lamp-light-bulb-copper-holder-e27-light-socket,0,0,0,1,32100000,"66,53,0,0,66,0,53,17,43,82,82,82",02/02/2026 21:48:49,"Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
ac power supply adapter,9,9,90,16,0.43,https://ledsone.co.uk/products/12v-10a-power-supply-adapter-transformer,0,0,0,1,49200000,"80,0,0,0,100,0,80,3,0,0,0,100",01/14/2026 23:00:50,"Video, People also ask, Popular products, Related searches","informational, transactional",Organic
shower sandals,9,9,110,18,0.39,https://ledsone.co.uk/products/home-slippers-men-women-non-slip-bathing-shower-sandals-5256,0,0,0,1,52300000,"52,64,64,64,52,100,82,64,82,82,64,64",02/23/2026 06:08:01,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
e14 bulb holder,9,9,210,13,0.31,https://ledsone.co.uk/products/e14-bulb-holder-edison-small-screw-ses-black-plastic-lamp-holder-4357,1,0,0,1,1240000,"66,53,53,66,43,35,35,43,53,66,66,82",01/31/2026 23:56:35,"Image pack, Video, People also ask, Popular products, Related searches",commercial,Organic
ceiling light plate,9,9,90,,0.37,https://ledsone.co.uk/products/ceiling-light-plate-kit-set-front-fitting-mounting-bracket-accessories-5933,0,0,0,1,92400000,"42,42,66,52,42,42,9,42,52,66,42,52",03/04/2026 23:28:25,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
extra large light bulbs bayonet,9,9,110,9,0.35,https://ledsone.co.uk/collections/led-bulbs,0,0,0,1,338000,"100,64,100,41,64,82,52,64,82,64,64,82",01/06/2026 11:08:01,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
electronic cable connector types,9,9,210,21,0.38,https://ledsone.co.uk/collections/wire-connectors,0,0,0,1,71100000,"4,4,35,29,100,4,4,4,4,100,100,81",01/27/2026 08:32:05,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
led edison screw light bulb,9,9,110,,0.26,https://ledsone.co.uk/collections/e27-base-bulb,0,0,0,1,2040000,"2,2,2,2,0,2,0,2,2,100,44,36",02/21/2026 15:50:10,"Video, People also ask, Popular products, Related searches",commercial,Organic
vintage looking lamp shades,9,9,90,11,0.3,https://ledsone.co.uk/collections/lampshades/vintage-lighting,1,0,0,1,17500000,"33,42,33,33,33,42,42,33,42,42,52,42",02/17/2026 14:06:38,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
dc power adapter 12v,9,9,140,21,0.35,https://ledsone.co.uk/products/240v-to-12v-power-supply-universal-adapter,0,0,0,1,17600000,"34,100,65,53,53,80,65,42,53,26,34,65",02/26/2026 12:37:30,"Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
ceiling light bracket fixture,9,9,90,5,0.28,https://ledsone.co.uk/collections/ceiling-rose-brackets,0,0,0,1,19700000,"23,33,33,33,42,42,52,23,52,52,66,52",02/17/2026 12:21:02,"Image pack, Video, Popular products, Related searches, AI overview","informational, transactional",Organic
transparent bag,9,9,390,19,0.48,https://ledsone.co.uk/collections/clear-bag,7,0.05,3,1,1010000000,"24,30,20,24,20,30,30,24,30,24,30,24",02/27/2026 18:04:58,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
vintage antique lamp shades,9,9,320,11,0.29,https://ledsone.co.uk/collections/lampshades,1,0,0,1,10200000,"15,29,23,12,19,66,44,9,36,100,81,66",01/23/2026 05:07:36,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
pendant light holder,9,9,140,7,0.36,https://ledsone.co.uk/collections/pendant-holder,1,0,0,1,27100000,"53,53,80,53,53,53,65,42,42,65,53,80",01/31/2026 23:08:26,"Video, Popular products, Related searches","informational, transactional",Organic
lamp holder types uk,9,9,210,10,0.11,https://ledsone.co.uk/blogs/new/holder,0,0,0,0.99,16300000,"100,100,28,23,43,53,35,17,28,66,82,53",02/19/2026 15:04:39,"Image pack, Video, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
halloween indoor lighting,9,9,210,10,0.51,https://ledsone.co.uk/blogs/new/halloween-decoration-lighting-tips,0,0,0,0.98,24100000,"1,1,1,1,1,1,1,4,6,30,100,4",01/18/2026 20:37:04,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
cords for lights,9,9,320,6,0.46,https://ledsone.co.uk/pages/cables-cords,2,0.01,0,1,0,"44,54,19,15,44,54,23,7,19,54,54,44",02/28/2026 23:47:28,"Video, Popular products, Related searches, AI overview","informational, transactional",Organic
bayonet bulb,9,9,3600,27,0.37,https://ledsone.co.uk/products/vintage-led-g80-classic-filament-b22-4w-light-bulb,14,0.11,5,1,1680000,"13,54,44,36,29,24,19,29,29,44,44,54",02/28/2026 18:46:46,"Image pack, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
socket e27,9,9,170,22,0.45,https://ledsone.co.uk/products/vintage-industrial-lamp-light-bulb-copper-holder-e27-light-socket,0,0,0,1,3660000,"65,65,53,65,53,81,34,15,53,43,28,81",01/27/2026 07:05:51,"Image pack, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
bulb holder to plug,9,9,110,16,0.29,https://ledsone.co.uk/collections/holder,0,0,0,1,14900000,"64,64,52,52,64,64,64,41,64,100,100,82",01/27/2026 17:32:41,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
e 27 light bulbs,9,9,140,21,0.35,https://ledsone.co.uk/collections/e27-base-bulb,0,0,0,1,54700000,"22,29,18,14,10,14,22,18,29,29,35,81",01/15/2026 16:03:11,"Video, People also ask, Popular products, Related searches",commercial,Organic
vintage light fittings,9,9,390,,0.34,https://ledsone.co.uk/collections/vintage-fittings-for-pendant-lights,5,0.04,1,1,20000000,"36,54,44,44,36,29,36,44,44,100,44,44",02/06/2026 14:28:02,"Local pack, Image pack, Video, Image, Popular products, Related searches",informational,Organic
2 pin strip light connectors,9,9,140,4,0.36,https://ledsone.co.uk/products/led-strip-light-connectors-2pin-clip-to-clip,0,0,0,1,12000000,"80,26,80,80,15,80,11,19,11,53,65,65",01/28/2026 08:40:15,"Image pack, Video, People also ask, Popular products, Related searches",transactional,Organic
e27 screw bulb,9,9,1600,22,0.33,https://ledsone.co.uk/collections/e27-base-bulb,8,0.06,2,1,1900000,"79,100,54,54,54,41,54,54,41,54,66,100",01/16/2026 09:00:23,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
3 core lighting cable,9,9,210,8,0.3,https://ledsone.co.uk/blogs/new/understanding-3-core-electrical-cables-types-uses-and-color-codes,1,0,0,1,65700000,"65,80,80,65,65,65,53,65,65,80,100,100",02/22/2026 10:09:57,"Image, People also ask, Popular products, Related searches","informational, transactional",Organic
e27 bulb holder,9,9,590,8,0.36,https://ledsone.co.uk/collections/metal-holders,2,0.01,0,1,2290000,"66,81,66,81,66,66,66,81,81,66,81,100",02/01/2026 00:08:20,"Image pack, Video, Image, People also ask, Popular products, Related searches",informational,Organic
vintage edison bulb,9,9,140,10,0.43,https://ledsone.co.uk/collections/vintage-bulbs/15-off,0,0,0,1,3090000,"66,100,80,80,42,66,42,42,52,52,80,80",01/15/2026 21:58:50,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
small edison screw led candle bulbs,9,9,110,9,0.34,https://ledsone.co.uk/products/vintage-c35-e14-2w-bent-tip-candle-led-flame-light-bulb,0,0,0,0.99,308000,"53,28,0,0,43,28,34,43,34,34,34,34",03/01/2026 07:08:25,"Video, People also ask, Popular products, Related searches","informational, transactional",Organic
childrens washing basket,9,9,1000,21,0.33,https://ledsone.co.uk/products/cotton-foldable-laundry-basket-organizer-for-dirty-clothes-5236,13,0.1,4,1,51600000,"52,37,25,31,68,46,37,11,68,52,100,68",03/01/2026 01:55:20,"Video, Popular products, Related searches",commercial,Organic
black gold chandelier,9,9,210,8,0.51,https://ledsone.co.uk/products/black-and-gold-crystal-chandelier-light,1,0,0,1,71800000,"16,20,36,8,5,24,24,8,8,20,13,20",01/27/2026 21:38:21,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
e27 incandescent bulb,9,9,90,14,0.41,https://ledsone.co.uk/collections/vintage-bulbs,0,0,0,1,7180000,"66,52,42,42,33,23,9,33,33,42,42,52",02/17/2026 04:05:09,"Video, People also ask, Popular products, Related searches",informational,Organic
led lamp bulb e27,9,9,210,7,0.3,https://ledsone.co.uk/collections/e27-base-bulb,3,0.02,0,1,16900000,"0,0,0,0,100,1,0,5,11,5,3,3",01/10/2026 09:07:22,"Video, Image, Popular products, Related searches","informational, transactional",Organic
adapter ac 12v,9,9,210,20,0.37,https://ledsone.co.uk/products/12v-10a-power-supply-adapter-transformer,0,0,0,1,28800000,"100,65,43,65,43,65,43,28,34,65,53,81",01/15/2026 08:25:01,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
light cable with plug,9,9,110,7,0.34,https://ledsone.co.uk/products/2m-4m-fabric-flex-cable-plug-in-pendant-lamp-light-set-with-dimmer-e27-holder,0,0,0,1,205000000,"52,66,52,42,42,33,23,33,66,52,52,66",02/25/2026 11:09:13,"Image pack, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
outdoor electric cable connectors,9,9,170,18,0.3,https://ledsone.co.uk/products/longlife-waterproof-electrical-junction-box-cable-connector-wire-ip68-outdoor-uk,0,0,0,1,26300000,"43,28,17,17,66,66,53,35,35,43,43,43",01/24/2026 11:59:23,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic
e 14 light bulb,9,9,110,22,0.34,https://ledsone.co.uk/collections/e14-base-bulb,0,0,0,1,159000000,"34,100,65,65,42,42,26,53,42,15,0,3",02/01/2026 00:01:51,"Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
best wall clock,9,9,110,11,0.32,https://ledsone.co.uk/nl/blogs/new/collections-large-wall-clocks,0,0,0,1,296000000,"42,33,66,42,42,66,33,66,66,66,66,80",02/19/2026 17:27:14,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
lighting shops coventry,9,9,170,26,0.51,https://ledsone.co.uk/,1,0,0,1,4610000,"80,100,80,80,52,80,42,52,66,80,80,66",02/13/2026 23:06:05,"Local pack, Image, People also ask, Find results on, Popular products, Related searches",commercial,Organic
shower curtain for outdoor shower,9,9,390,20,0.18,https://ledsone.co.uk/collections/shower-curtain,1,0,0,1,224,"3,8,11,31,52,52,52,3,8,5,4,3",03/04/2026 21:11:11,"Image pack, Video, Image, People also ask, Popular products, Related searches, AI overview",informational,Organic
edison led light bulbs,9,9,90,9,0.38,https://ledsone.co.uk/collections/vintage-bulbs,0,0,0,1,4810000,"66,66,42,33,19,33,14,42,52,52,52,80",01/23/2026 13:56:04,"Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
red ceiling lamp shade,9,9,90,18,0.31,https://ledsone.co.uk/products/red-retro-style-metal-easy-fit-ceiling-pendant-light-shade,0,0,0,1,24700000,"50,64,78,78,64,78,64,78,78,50,50,100",02/27/2026 03:48:00,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
electrical ceiling rose,9,9,320,9,0.39,https://ledsone.co.uk/collections/single-outlet-ceiling-rose,0,0,0,1,23000000,"44,66,54,66,54,44,35,54,54,66,66,54",01/27/2026 00:37:25,"Image pack, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
mosaic table lamp,9,9,110,3,0.24,https://ledsone.co.uk/products/glass-mosaic-table-lamp-globe-shape-home-decorating-4911,2,0.01,0,1,10500000,"29,43,18,18,14,14,18,14,22,22,35,29",01/27/2026 17:52:33,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
screw bulbs,9,9,170,17,0.27,https://ledsone.co.uk/collections/e27-base-bulb,1,0,0,1,27700000,"53,34,21,28,34,15,12,43,81,65,100,100",01/26/2026 09:05:44,"Video, People also ask, Popular products, Related searches",informational,Organic
most reliable bathroom scales uk,9,9,140,31,0.33,https://ledsone.co.uk/collections/weighing-scale,0,0,0,1,4260000,"34,43,65,43,81,81,53,21,43,28,28,43",02/27/2026 11:50:15,"Video, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
red hanging pendant light,9,9,140,8,0.47,https://ledsone.co.uk/products/industrial-vintage-modern-metal-retro-e27-ceiling-red-barn-slotted-pendant-shade,1,0,0,1,26000000,"80,52,100,80,42,66,0,66,0,52,100,100",01/04/2026 14:42:59,"Image pack, Image, Popular products, Related searches","informational, transactional",Organic
bayonet edison bulb,9,9,90,12,0.39,https://ledsone.co.uk/collections/led-bulbs,0,0,0,1,378000,"52,4,42,52,0,42,42,33,33,52,42,52",01/22/2026 07:23:41,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
rose light fitting,9,9,260,13,0.33,https://ledsone.co.uk/collections/single-outlet-ceiling-rose,0,0,0,1,40800000,"54,54,35,66,35,43,43,81,66,54,54,81",03/03/2026 21:32:04,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos","informational, transactional",Organic
what is the best weighing scale,9,9,90,34,0.34,https://ledsone.co.uk/collections/weighing-scale,0,0,0,1,52500000,"50,0,78,100,78,78,100,100,50,78,78,64",01/04/2026 17:48:33,"Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
pendant light three,9,9,590,9,0.5,https://ledsone.co.uk/collections/three-outlet-lighting,7,0.05,3,1,98000000,"52,100,37,7,13,3,68,8,46,4,2,68",02/02/2026 21:04:44,"Image pack, Popular products, Related searches",transactional,Organic
socket bulb light,9,9,140,9,0.3,https://ledsone.co.uk/products/vintage-industrial-lamp-light-bulb-copper-holder-e27-light-socket,0,0,0,1,27000000,"0,0,0,0,81,0,65,21,53,100,100,100",02/17/2026 14:08:41,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
e14 socket,9,9,210,,0.53,https://ledsone.co.uk/products/e14-bulb-holder-edison-small-screw-ses-black-plastic-lamp-holder-4357,1,0,0,1,2140000,"100,80,80,65,80,100,80,80,80,100,100,100",01/27/2026 02:02:59,"Image pack, Video, Image, People also ask, Popular products, Related searches, AI overview",informational,Organic
two core lighting cable,9,9,90,9,0.22,https://ledsone.co.uk/blogs/understanding-2-core-electrical-cable-the-essentials-1/understanding-2-core-electrical-cable-the-essentials,0,0,0,1,26500000,"52,100,82,82,17,23,41,52,41,29,41,82",01/28/2026 16:32:01,"People also ask, Popular products, Related searches","informational, transactional",Organic
ceiling brackets,9,9,170,5,0.68,https://ledsone.co.uk/collections/ceiling-rose-brackets,2,0.01,1,1,41600000,"43,66,17,5,23,43,43,53,53,53,66,66",01/17/2026 17:21:53,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
vintage tiffany lampshade,9,9,170,8,0.29,https://ledsone.co.uk/products/vintage-tiffany-style-stained-glass-shade-fixtures-4541,0,0,0,1,3140000,"100,0,82,66,10,43,53,23,43,12,12,100",02/01/2026 23:08:42,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
3 core braided electrical cable,9,9,110,2,0.39,https://ledsone.co.uk/collections/3core-twisted,1,0,0,1,5000000,"8,8,6,8,6,6,6,8,8,8,10,13",01/24/2026 11:26:24,"Video, Image, Popular products, Related searches",commercial,Organic
ac adapter to 12v,10,10,170,20,0.33,https://ledsone.co.uk/products/12v-10a-power-supply-adapter-transformer,0,0,0,1,26600000,"0,0,0,0,66,66,53,43,43,100,82,82",01/22/2026 09:05:33,"Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
12v transformer,10,10,880,16,0.41,https://ledsone.co.uk/collections/dc-12v-transformer,4,0.03,1,1,14400000,"52,52,46,46,37,37,37,37,37,37,52,52",02/20/2026 19:11:05,"Video, People also ask, Popular products, Related searches","commercial, informational",Organic
wall lamps rustic,10,10,140,7,0.47,https://ledsone.co.uk/products/rustic-wall-lights,0,0,0,1,16900000,"0,0,0,0,0,0,0,14,54,81,100,81",02/17/2026 03:16:05,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
metal shade,10,10,110,7,0.44,https://ledsone.co.uk/collections/wire-cage,0,0,0,0.99,173000000,"42,42,42,42,34,42,53,53,53,42,42,53",02/23/2026 22:09:12,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
edison vintage light bulbs,10,10,90,9,0.43,https://ledsone.co.uk/collections/vintage-bulbs,0,0,0,1,4200000,"64,78,28,35,35,100,78,50,35,35,50,78",01/15/2026 12:36:02,"Video, People also ask, Popular products, Related searches","informational, transactional",Organic
five volt power supply,10,10,90,9,0.31,https://ledsone.co.uk/collections/dc-5v-transformer,0,0,0,1,17600000,"64,64,50,50,64,64,64,35,50,78,100,78",02/17/2026 14:41:34,"Image pack, Video, Image, People also ask, Popular products, Related searches, AI overview",informational,Organic
b22 bulb,10,10,4400,15,0.41,https://ledsone.co.uk/blogs/new/b22-bayonet-bulbs-explained-your-essential-led-buying-guide,13,0.1,5,1,2470000,"66,81,54,54,43,54,43,54,54,81,81,81",02/27/2026 22:11:05,"Image pack, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
lamp fitment,10,10,90,22,0.28,https://ledsone.co.uk/collections/holder,0,0,0,1,160000000,"6,10,3,5,10,10,5,5,5,5,6,10",01/22/2026 08:40:02,"Video, Video Carousel, People also ask, Popular products, Related searches","commercial, informational",Organic
12v ac transformer,10,10,90,6,0.43,https://ledsone.co.uk/collections/dc-12v-transformer,0,0,0,0.98,10800000,"66,42,42,42,33,33,42,33,33,42,52,52",02/07/2026 05:00:30,"Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
3 bulb hanging light,10,10,90,5,0.52,https://ledsone.co.uk/products/led-3-bulb-ceiling-pendant-light-ktchen-e27-metal,0,0,0,1,0,"52,52,42,42,33,52,42,33,33,52,66,42",03/04/2026 08:13:18,"Image pack, Video, Popular products, Related searches",commercial,Organic
light bulb socket fixture,10,10,90,13,0.34,https://ledsone.co.uk/products/vintage-industrial-lamp-light-bulb-copper-holder-e27-light-socket,0,0,0,1,9350000,"64,100,64,64,35,35,35,50,50,50,64,50",01/18/2026 18:24:21,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
ceiling hook for light,10,10,170,9,0.34,https://ledsone.co.uk/collections/hooks-and-rings,0,0,0,1,58300000,"81,53,43,21,43,53,34,65,65,81,65,43",01/12/2026 09:54:51,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
metal lampshade,10,10,590,16,0.27,https://ledsone.co.uk/collections/easy-fit-metal-shade,4,0.03,1,1,29000000,"36,100,36,30,36,45,24,36,36,45,55,45",01/31/2026 10:07:11,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
exterior double sided mounting tape,10,10,140,16,0.38,https://ledsone.co.uk/products/double-sided-heavy-duty-mounting-removable-tape,0,0,0,1,7160000,"65,43,43,43,53,100,12,43,43,28,21,65",03/04/2026 13:30:40,"Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
vintage antique light bulbs,10,10,110,10,0.57,https://ledsone.co.uk/collections/vintage-bulbs,1,0,0,1,10900000,"21,21,3,43,28,34,81,53,43,43,28,21",01/04/2026 15:11:36,"Video, Image, Popular products, Related searches",informational,Organic
b22 light bulbs,10,10,210,14,0.37,https://ledsone.co.uk/blogs/new/b22-bayonet-bulbs-explained-your-essential-led-buying-guide,1,0,0,1,1920000,"36,54,44,5,1,4,10,15,19,19,29,36",02/27/2026 19:05:38,"Video, People also ask, Popular products, Related searches","commercial, informational",Organic
screw bulb holder,10,10,260,14,0.23,https://ledsone.co.uk/collections/metal-holders,0,0,0,1,11000000,"66,66,66,43,43,35,66,66,53,66,66,100",01/11/2026 08:46:09,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
led energy saving bulbs,10,10,110,,0.58,https://ledsone.co.uk/collections/energy-saving-led-light-bulbs,0,0,0,1,12400000,"15,15,36,15,5,4,2,12,15,9,15,23",02/02/2026 06:03:12,"Video, People also ask, Popular products, Related searches",commercial,Organic
large laundry bags,10,10,880,16,0.42,https://ledsone.co.uk/collections/laundry-bags,2,0.01,0,1,94700000,"55,76,55,67,55,55,76,100,76,76,76,76",01/21/2026 10:58:47,"Image pack, Video, People also ask, Popular products, Related searches",commercial,Organic
splice connectors for wire,10,10,170,16,0.41,https://ledsone.co.uk/products/electrical-cable-connectors-quick-splice-lock-wire-terminals-self-locking,0,0,0,1,8950000,"65,100,15,19,80,80,53,100,42,65,65,80",02/04/2026 12:33:51,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
ceiling plate,10,10,110,6,0,https://ledsone.co.uk/collections/ceiling-rose-brackets,0,0,0,1,137000000,"64,64,64,100,50,50,64,64,78,100,78,78",01/07/2026 09:32:42,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
edison bulb e27,10,10,170,13,0.39,https://ledsone.co.uk/collections/vintage-bulbs,0,0,0,1,4210000,"3,42,80,80,42,53,42,65,53,100,80,100",03/03/2026 02:47:45,"Video, People also ask, Popular products, Related searches","commercial, informational",Organic
copper metal lampshade,10,10,110,16,0.34,https://ledsone.co.uk/products/vintage-industrial-copper-pendant-lampshade-modern-metal-retro-style,0,0,0,1,2910000,"5,5,0,28,23,0,0,17,43,43,35,100",02/25/2026 15:11:47,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
